what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076349058
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076362939
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412076362957
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412076362957
started,bundle,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor,1412076365185
started,bundle,gov.sandia.jess,7.1.0,gov.sandia.jess,1412076365272
opened,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076366016
activated,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076366051
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1412076368798
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076370216
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076375666
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076379497
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1412076379505
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1412076379505
activated,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076380564
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076380598
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076382385
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1412076382631
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1412076382817
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076382854
closed,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076382854
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076383404
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076385130
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076388248
executed,command,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1412076388255
