what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.201.v200807240600,org.eclipse.jst.j2ee.navigator.ui,1412075922132
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1412075923039
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075923179
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1412075923195
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412075923195
started,bundle,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui,1412075923210
started,bundle,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.ui,1412075923210
started,bundle,org.eclipse.jst.jsp.core,1.2.110.v200809120122,org.eclipse.jst.jsp.core,1412075923445
started,bundle,org.eclipse.wst.wsdl.validation,1.1.302.v200807240215,org.eclipse.wst.wsdl.validation,1412075923617
started,bundle,org.eclipse.wst.xsd.core,1.1.301.v200807240448,org.eclipse.wst.xsd.core,1412075923648
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412075941570
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412075941617
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1412075942273
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075949398
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076167082
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076170515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076193431
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412076193445
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076194609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076204106
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076205187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076215354
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076235111
started,bundle,org.eclipse.wst.ws.service.policy,1.0.2.v200809101532,org.eclipse.wst.ws.service.policy,1412076236974
started,bundle,org.eclipse.wst.command.env,1.0.306.v200807231700,org.eclipse.wst.command.env,1412076237095
