what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412076791789
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412076791789
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076801601
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076808568
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.properties,1412076808589
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076822915
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076822951
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076823890
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076824089
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076824127
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076824744
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076824978
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076825010
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076828132
opened,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076828747
activated,editor,gov.sandia.jess.editor,7.1.0,gov.sandia.jess.editor.JessEditor,1412076828776
started,bundle,gov.sandia.jess.debug,7.1.0,gov.sandia.jess.debug,1412076872211
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076872932
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076875485
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076878362
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076882084
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412076884009
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1412076886536
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1412076893741
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412076900615
