what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075433251
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.edit.text.openLocalFile,1412075433283
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1412075435408
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1412075435423
closed,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1412075435423
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075454283
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075470236
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412075470251
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075471173
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075471251
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075471298
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075472479
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075474198
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075516124
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075522827
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075541264
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1412075541280
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075546342
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075559374
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.edit.text.openLocalFile,1412075559405
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1412075563639
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1412075586608
started,bundle,org.eclipse.wst.common.environment,1.0.202.v200807161459,org.eclipse.wst.common.environment,1412075586624
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1412075587014
started,bundle,org.eclipse.jst.j2ee.web,1.1.201.v200807290757,org.eclipse.jst.j2ee.web,1412075587077
